"仓库","货主","商家编码","货品编号","货品名称","货品简称","规格码","规格名称","分类名称","条形码","基本单位","托规","箱规","价格","毛重（kg）","品牌","生产日期","临期天数","保质期","货区","货区名称","货区类型","货位","货位冻结","热卖货区","有效期","距离到期天数","距离临期天数","批次","是否正品","库存","可发库存","可发库存箱数","库存箱数","货品英文名称","自定义属性2","自定义属性3","自定义属性4","自定义属性5","自定义属性6","货位异常原因","体积（cm³）"
"主仓库","EA",="8809756581502",="8809756581502","mongdies 梦里多日洗衣皂(新)","몽디에스 에코 프렌들리 세탁비누(신포장)",,="180g","美妆个护",="8809756581502","ea","无",="50/箱","无权限","0.1790","mongdies",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A01-28-01","否","普通区",="2029-01-14 00:00:00","936","0",,"正品","9","9",="9ea",="9ea","mongdies Eco-Friendly Laundry Soap(New)",,,,,,,"280.0000"
"主仓库","EA",="8809756582073",="8809756582073","mongdies 高保湿滋润霜 (30g) (#Ver.2)","몽디에스 아토 밤 (30g) (#Ver.2)",,="30g","美妆个护",="8809756582073","ea","无",="120/箱","无权限","0.0810","mongdies",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A01-14-03","否","普通区",="2029-01-14 00:00:00","936","0",,"正品","12","12",="12ea",="12ea","mongdies Ato Balm (30g) (#Ver.2)",,"판매중","본품",,,,"173.0000"
"主仓库","BOX",="8809681243766",="8809681243766","Pleuvoir 保湿棒 (10g)","플르부아 모이스처 멀티밤 (10g)",,="10g","美妆个护",="8809681243766","ea","无",="100/箱","无权限","0.0360","Pleuvoir",="0000-00-00 00:00:00","0","0","MK","备货区","备货区","B1-15-01","否","普通区",="2028-05-06 00:00:00","683","0",,"正品","2900","2900",="29箱",="29箱","Pleuvoir Moisture Multi Balm (10g)",,,,,,,"66.0000"
"主仓库","BOX","BX01NS_DA_Ver2","BX01NS_DA_Ver2","无字 1号箱(240x200x110) (#Ver.2)","무지박스 1호 (240x200x110)다원패키지(#Ver.2)",,="240x200x110","无","BX01NS_DA_Ver2","ea","无",="5000/箱","无权限","0.0000","MC Package",="0000-00-00 00:00:00","0","0","MK","备货区","备货区","B2-23-01","否","普通区",="2099-12-31 00:00:00","26854","0",,"正品","1","1",="1ea",="1ea","-",,"판매중","본품",,,,"0.0000"
"主仓库","EA",="8809663536794",="8809663536794","SANOCELL 姜黄素 (750mg*30ea) (#Ver.2)","사노셀 아큐민 수용성 커큐민 코어 (750mg*30ea) (#Ver.2)",,="750mg*30ea","食品",="8809663536794","ea","无",="50/箱","无权限","0.0490","SANOCELL",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A01-06-02","否","普通区",="2028-03-08 00:00:00","624","0",,"正品","128","128",="2箱28ea",="2箱28ea","SANOCELL Aqumin Water Solible Curcumin Core (750mg*30ea) (#Ver.2)",,,,,,,"150.0000"
"主仓库","EA",="8809073737439",="8809073737439","Meal It 蛋白质奶昔口袋装(#巧克力味) (40g)","밀잇 단백질 쉐이크 포켓형(#초콜릿맛) (40g)",,="40g","食品",="8809073737439","ea","无",="40/箱","无权限","0.0550","Meal It",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A01-10-02","否","普通区",="2027-08-22 00:00:00","425","0",,"正品","46","46",="1箱6ea",="1箱6ea","Meal It Diet Protein Shake(#Choco Flavor) (40g)",,"판매중","본품",,,,"798.0000"
"主仓库","EA",="8800256530021",="8800256530021","Reverse Formula 肽类丰唇润唇膏(#Clear) (10ml)","리버스포뮬러 펩타이드 립 플럼프 밤(#클리어) (10ml)",,="10ml","美妆个护",="8800256530021","ea","无",="55/箱","无权限","0.0160","Reverse formula",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-34-01","否","普通区",="2028-11-30 00:00:00","891","0",,"正品","54","54",="54ea",="54ea","Reverse Formula Peptide Lip Plump Balm (#Clear) (10ml)",,"판매중","본품",,,,"39.0000"
"主仓库","EA",="8800256530052",="8800256530052","Reverse Formula 肽类丰唇润唇膏(#Muted Coral) (10ml)","리버스포뮬러 펩타이드 립 플럼프 밤(#뮤티드코럴) (10ml)",,="10ml","美妆个护",="8800256530052","ea","无",="55/箱","无权限","0.0160","Reverse formula",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-35-02","否","普通区",="2029-02-02 00:00:00","955","0",,"正品","54","54",="54ea",="54ea","Reverse Formula Peptide Lip Plump Balm (#Muted Coral) (10ml)",,"판매중","본품",,,,"39.0000"
"主仓库","EA",="8800256530045",="8800256530045","Reverse Formula 肽类丰唇润唇膏(#Raw Pink) (10ml)","리버스포뮬러 펩타이드 립 플럼프 밤(#로핑크) (10ml)",,="10ml","美妆个护",="8800256530045","ea","无",="55/箱","无权限","0.0160","Reverse formula",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-35-01","否","普通区",="2029-03-17 00:00:00","998","0",,"正品","54","54",="54ea",="54ea","Reverse Formula Peptide Lip Plump Balm (#Raw Pink) (10ml)",,"판매중","본품",,,,"39.0000"
"主仓库","EA",="8800256530038",="8800256530038","Reverse Formula 肽类丰唇润唇膏(#Toasty Beige) (10ml)","리버스포뮬러 펩타이드 립 플럼프 밤(#토스티베이지) (10ml)",,="10ml","美妆个护",="8800256530038","ea","无",="55/箱","无权限","0.0160","Reverse formula",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-34-02","否","普通区",="2029-02-05 00:00:00","958","0",,"正品","54","54",="54ea",="54ea","Reverse Formula Peptide Lip Plump Balm (#Toasty Beige) (10ml)",,"판매중","본품",,,,"39.0000"
"主仓库","EA",="8800256530069",="8800256530069","Reverse Formula 肽类丰唇润唇膏(#Fig Berry) (10ml)","리버스포뮬러 펩타이드 립 플럼프 밤(#피그베리) (10ml)",,="10ml","美妆个护",="8800256530069","ea","无",="55/箱","无权限","0.0160","Reverse formula",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-36-02","否","普通区",="2029-01-12 00:00:00","934","0",,"正品","54","54",="54ea",="54ea","Reverse Formula Peptide Lip Plump Balm (#Fig Berry) (10ml)",,"판매중","본품",,,,"39.0000"
"主仓库","EA",="8809700495794",="8809700495794","by:OUR 啤酒酵母 护发素 木质香 (500ml)","바이아우어 맥주효모 트리트먼트 엠버우드 (500ml)",,="500ml","美妆个护",="8809700495794","ea","无",="20/箱","无权限","0.5500","by:OUR",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A02-21-01","否","普通区",="2029-02-04 00:00:00","957","0",,"正品","3","3",="3ea",="3ea","by:OUR Beer Yeast Treatment Amberwood (500ml)",,"판매중","본품",,,,"1192.0000"
"主仓库","EA",="8809965480818",="8809965480818","BORATALKS 纤体咖啡 (5g*30ea)","보라톡스 살뺄라카노 (5g*30ea)",,="5g*30ea","食品",="8809965480818","ea","无",="50/箱","无权限","0.2100","BORATALKS",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A01-06-01","否","普通区",="2028-02-02 00:00:00","589","0",,"正品","10","10",="10ea",="10ea","BORATALKS Diet Coffee (5g*30ea)",,"판매중","본품",,,,"1155.0000"
"主仓库","EA",="8806129208424",="8806129208424","(赠品) I'M O 肌醇超级调理配方 (2ea)","(증정) 아임오 미오이노시톨 앤 슈퍼토닝 (2ea)",,="2ea","美妆个护",="8806129208424","ea","无",="100/箱","无权限","0.0520","I'M O",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A02-19-01","否","普通区",="2027-08-20 00:00:00","423","0",,"正品","254","254",="2箱54ea",="2箱54ea","(Gift) I'M O Inositol & Super Toning (2ea)",,"판매중","증정",,,,"137.0000"
"主仓库","BOX",="8809654651727",="8809654651727","(赠品) AIPPO 积雪草保湿补水棉片 (1.75g*12ea)","(증정) 아이뽀 시카비타 수딩 패드 (1.75g*12ea)",,="1.75g*12ea","美妆个护",="8809654651727","ea","无",="400/箱","无权限","0.0300","AIPPO",="0000-00-00 00:00:00","0","0","MK","备货区","备货区","B2-22-01","否","普通区",="2028-09-07 00:00:00","807","0",,"正品","1200","1200",="3箱",="3箱","(Gift) AIPPO Cicavita Soothing Pad (1.75g*12ea)",,"판매중","증정",,,,"0.0000"
"主仓库","BOX",="8809875902653",="8809875902653","AIPPO 专业胶原安瓶面膜 (30ml)","아이뽀 엑스퍼트 콜라겐 앰플 마스크 (30ml)",,="30ml","美妆个护",="8809875902653","ea","无",="70/箱","无权限","0.1650","AIPPO",="0000-00-00 00:00:00","0","0","MK","备货区","备货区","B2-22-01","否","普通区",="2028-11-09 00:00:00","870","0",,"正品","490","490",="7箱",="7箱","AIPPO Expert Collagen Ampoule Mask (30ml)",,"판매중","본품",,,,"200.0000"
"主仓库","BOX",="8809875908457",="8809875908457","AIPPO 去角质毛孔安瓶面膜 (30ml)","아이뽀 엑스퍼트 모공 앰플 마스크 (30ml)",,="30ml","美妆个护",="8809875908457","ea","无",="60/箱","无权限","0.1580","AIPPO",="0000-00-00 00:00:00","0","0","MK","备货区","备货区","B2-22-01","否","普通区",="2028-10-29 00:00:00","859","0",,"正品","70","70",="1箱10ea",="1箱10ea","AIPPO Expert Pore Ampoule Mask (30ml)",,"판매중","본품",,,,"200.0000"
"主仓库","BOX",="8809846782208",="8809846782208","(赠品) YOUSSOFUL 香水(#13 Coco hawaii) (2ml) (#Ver.2)","(증정) 유쏘풀 향수(#13 코코 하와이) (2ml) (#Ver.2)",,="2ml","美妆个护",="8809846782208","ea","无",="256/箱","无权限","0.0130","YOUSSOFUL",="0000-00-00 00:00:00","0","0","MK","备货区","备货区","B2-24-01","否","普通区",="2029-02-26 00:00:00","979","0",,"正品","4096","4096",="16箱",="16箱","(Gift) YOUSSOFUL Extrait de parfum(#13 Coco hawaii) (2ml) (#Ver.2)",,"판매중","증정",,,,"35.0000"
"主仓库","EA",="8809849802828",="8809849802828","AIPPO 积雪草保湿补水棉片(140g*80ea)","아이뽀 시카비타 수딩 패드 (140g*80ea)",="140g*80EA",="140g*80ea","美妆个护",="8809849802828","ea","无",="50/箱","无权限","0.3080","AIPPO",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-09-01","否","普通区",="2029-03-08 00:00:00","989","0",,"正品","27","27",="27ea",="27ea","AIPPO CICAVITA Soothing Pad (140g*80ea)",,"판매중","본품",,,,"722.0000"
"主仓库","EA",="8809693711369",="8809693711369","SODOWE 口腔喷雾(#苹果薄荷) (15ml)","쏘두위 구강 스프레이(#애플민트향) (15ml)",,="15ml","美妆个护",="8809693711369","ea","无",="60/箱","无权限","0.0380","SODOWE",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A02-07-03","否","普通区",="2028-11-03 00:00:00","864","0",,"正品","106","106",="1箱46ea",="1箱46ea","SODOWE Breath Spray(#Applemint) (15ml)",,"판매중","본품",,,,"127.0000"
"主仓库","BOX",="8809681245968",="8809681245968","(赠品) Pleuvoir 沐浴露(#Floral Musk) (40ml)","(증정) 플르부아 바디클렌저(#플로럴머스크) (40ml)",,="40ml","无",="8809681245968","ea","无",="120/箱","无权限","0.0600","Pleuvoir",="0000-00-00 00:00:00","0","0","MK","备货区","备货区","B1-02-02","否","普通区",="2029-03-12 00:00:00","993","0",,"正品","2520","2520",="21箱",="21箱","(Gift) Pleuvoir Body Cleanser(#Floral Musk) (40ml)",,"판매중","증정",,,,"97.0000"
"主仓库","EA",="8806011618348",="8806011618348","Garglin 清新呼吸薄荷口喷 (15ml)","가그린 후레쉬브레스 민트 (15ml)",,="15ml","美妆个护",="8806011618348","ea","无",="24/箱","无权限","0.0450","Garglin",="0000-00-00 00:00:00","0","0",,,,"未知货位",,,="2029-01-15 00:00:00","937","0",,"正品","1","1",="1ea",="1ea","Garglin Fresh Mint Oral Spray (15ml)",,"판매중","본품",,,,"167.0000"
"主仓库","BOX",="8809681242318",="8809681242318","Pleuvoir 身体乳(#Hinoki Leather) (250ml)","플르부아 바디로션(#히노키레더) (250ml)",,="250ml","美妆个护",="8809681242318","ea","无",="20/箱","无权限","0.3100","Pleuvoir",="0000-00-00 00:00:00","0","0","MK","备货区","备货区","B1-04-01","否","普通区",="2028-10-21 00:00:00","851","0",,"正品","700","700",="35箱",="35箱","Pleuvoir Body Lotion(#Hinoki Leather) (250ml)",,,,,,,"585.0000"
"主仓库","BOX",="8809681246002",="8809681246002","(赠品) Pleuvoir 身体乳(#Floral Musk) (40ml)","(증정) 플르부아 바디로션(#플로럴머스크) (40ml)",,="40ml","美妆个护",="8809681246002","ea","无",="120/箱","无权限","0.0600","Pleuvoir",="0000-00-00 00:00:00","0","0","MK","备货区","备货区","B2-14-03","否","普通区",="2028-10-23 00:00:00","853","0",,"正品","3720","3720",="31箱",="31箱","(Gift) Pleuvoir Body Lotion(#Floral Musk) (40ml)",,"판매중","증정",,,,"97.0000"
"主仓库","EA",="8809681246033",="8809681246033","(赠品) Pleuvoir 身体乳(#Hinoki Leather) (40ml)","(증정) 플르부아 바디로션(#히노키레더) (40ml)",,="40ml","美妆个护",="8809681246033","ea","无",="120/箱","无权限","0.0600","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A02-15-03","否","普通区",="2028-12-04 00:00:00","895","0",,"正品","100","100",="100ea",="100ea","(Gift) Pleuvoir Body Lotion(#Hinoki Leather) (40ml)",,"판매중","증정",,,,"97.0000"
"主仓库","EA",="8809681245975",="8809681245975","(赠品) Pleuvoir 沐浴露(#Morning Soil) (40ml)","(증정) 플르부아 바디클렌저(#모닝소일) (40ml)",,="40ml","无",="8809681245975","ea","无",="120/箱","无权限","0.0600","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A03-28-03","否","普通区",="2028-12-14 00:00:00","905","0",,"正品","71","71",="71ea",="71ea","(Gift) Pleuvoir Body Cleanser(#Morning Soil) (40ml)",,"판매중","증정",,,,"97.0000"
"主仓库","EA",="8809681245982",="8809681245982","(赠品) Pleuvoir 沐浴露(#Rose Wood) (40ml)","(증정) 플르부아 바디클렌저(#로즈우드) (40ml)",,="40ml","无",="8809681245982","ea","无",="120/箱","无权限","0.0600","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A03-21-01","否","普通区",="2028-10-29 00:00:00","859","0",,"正品","240","240",="2箱",="2箱","(Gift) Pleuvoir Body Cleanser(#Rose Wood) (40ml)",,"판매중","증정",,,,"97.0000"
"主仓库","BOX",="8809681243766",="8809681243766","Pleuvoir 保湿棒 (10g)","플르부아 모이스처 멀티밤 (10g)",,="10g","美妆个护",="8809681243766","ea","无",="100/箱","无权限","0.0360","Pleuvoir",="0000-00-00 00:00:00","0","0","MK","备货区","备货区","B1-15-01","否","普通区",="2029-01-25 00:00:00","947","0",,"正品","500","500",="5箱",="5箱","Pleuvoir Moisture Multi Balm (10g)",,,,,,,"66.0000"
"主仓库","BOX",="8809681245357",="8809681245357","Pleuvoir 香薰(#Floral Musk) (200ml)","플르부아 디퓨저(#플로럴머스크) (200ml)",,="200ml","无",="8809681245357","ea","无",="27/箱","无权限","0.3150","Pleuvoir",="0000-00-00 00:00:00","0","0","MK","备货区","备货区","B1-06-01","否","普通区",="2028-12-01 00:00:00","892","0",,"正品","189","189",="7箱",="7箱","Pleuvoir Diffuser(#Floral Musk) (200ml)",,"판매중","본품",,,,"1124.0000"
"主仓库","BOX",="8809681245609",="8809681245609","Pleuvoir 香水(#Hinoki Leather) (30ml)","플르부아 오 드 퍼퓸(#히노키레더) (30ml)",,="30ml","美妆个护",="8809681245609","ea","无",="24/箱","无权限","0.1690","Pleuvoir",="0000-00-00 00:00:00","0","0","MK","备货区","备货区","B2-09-02","否","普通区",="2028-11-02 00:00:00","863","0",,"正品","24","24",="1箱",="1箱","Pleuvoir Eau de Parfum(#Hinoki Leather) (30ml)",,"판매중","본품",,,,"561.0000"
"主仓库","BOX",="8809681245944",="8809681245944","Pleuvoir 洗护旅行装(#Floral Musk & Morning Soil) (40ml*4ea)","플르부아 트래블버디 플로럴 머스크 & 모닝 소일 (40ml*4ea)",,="40ml*4ea","美妆个护",="8809681245944","ea","无",="30/箱","无权限","0.3110","Pleuvoir",="0000-00-00 00:00:00","0","0","MK","备货区","备货区","B1-13-02","否","普通区",="2028-10-23 00:00:00","853","0",,"正品","30","30",="1箱",="1箱","Pleuvoir Travel Buddies(#Floral Musk & Morning Soil) (40ml*4ea)",,"판매중","본품",,,,"1057.0000"
"主仓库","EA",="8809689631039",="8809689631039","ViveLab 活性生物素肽洗发水 (550ml)","바이브랩 액티브 비오틴 펩타이드 솔루션 스칼프 샴푸 (550ml)",,="550ml","美妆个护",="8809689631039","ea","无",="20/箱","无权限","0.6810","ViveLab",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-10-02","否","普通区",="2028-12-22 00:00:00","913","0",,"正品","3","3",="3ea",="3ea","ViveLab Active Biotinpeptide Solution Scalp Shampoo (550ml)",,"판매중","본품",,,,"1097.0000"
"主仓库","EA",="8809681245876",="8809681245876","(赠品) Pleuvoir 身体香氛沐浴皂(#Floral Musk) (100g)","(증정) 플르부아 퍼퓸솝(#플로럴 머스크) (100g)",,="100g","美妆个护",="8809681245876","ea","无",="100/箱","无权限","0.1050","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A02-05-03","否","普通区",="2029-01-04 00:00:00","926","0",,"正品","178","177",="1箱77ea",="1箱78ea","(Gift) Pleuvoir Perfume Soap(#Floral Musk) (100g)",,"판매중","증정",,,,"2122.0000"
"主仓库","EA",="8809975193197",="8809975193197","earfit 苹果酱面膜洗面奶 (120ml)","얼핏 앰플 잼 팩 클렌저 (120ml)",,="120ml","美妆个护",="8809975193197","ea","无",="50/箱","无权限","0.1730","earfit",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A01-01-02","否","普通区",="2029-04-07 00:00:00","1019","0",,"正品","128","128",="2箱28ea",="2箱28ea","earfit Ampoule Jam Pack Cleanser (120ml)",,"판매중","본품",,,,"865.0000"
"主仓库","EA",="8809681245968",="8809681245968","(赠品) Pleuvoir 沐浴露(#Floral Musk) (40ml)","(증정) 플르부아 바디클렌저(#플로럴머스크) (40ml)",,="40ml","无",="8809681245968","ea","无",="120/箱","无权限","0.0600","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-35-03","否","普通区",="2029-03-12 00:00:00","993","0",,"正品","60","60",="60ea",="60ea","(Gift) Pleuvoir Body Cleanser(#Floral Musk) (40ml)",,"판매중","증정",,,,"97.0000"
"主仓库","EA",="8809681243711",="8809681243711","Pleuvoir 香水(#Floral Musk) (50ml)","플르부아 오 드 퍼퓸(#플로럴머스크) (50ml)",,="50ml","无",="8809681243711","ea","无",="24/箱","无权限","0.2460","Pleuvoir",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A05-06-02","否","普通区",="2028-03-05 00:00:00","621","0",,"正品","14","14",="14ea",="14ea","Pleuvoir Eau de Parfum(#Floral Musk) (50ml)",,"판매중","본품",,,,"961.0000"
"主仓库","EA",="8809610272072",="8809610272072","Dr.Pepti Exo 益生元外泌体面膜 (5片)","닥터펩티 엑소 바이옴 마스크 (5매)",,="5매","美妆个护",="8809610272072","ea","无",="45/箱","无权限","0.1980","Dr.Pepti",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A03-15-01","否","普通区",="2028-09-18 00:00:00","818","0",,"正品","65","65",="1箱20ea",="1箱20ea","Dr.Pepti Exo Biome Mask (5ea)",,"판매중","본품",,,,"596.0000"
"主仓库","EA",="8800344070309",="8800344070309","Mommycare 海葡萄毛孔细致安瓶面膜 (7ea)","마미케어 바다포도 포어 리파이닝 앰플마스크 (7ea)",,="7ea","美妆个护",="8800344070309","ea","无",="36/箱","无权限","0.2400","Mommycare",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-12-02","否","普通区",="2028-11-06 00:00:00","867","0",,"正品","75","75",="2箱3ea",="2箱3ea","Mommycare Sea Grape Pore Refining Ampoule Mask (7ea)",,"판매중","본품",,,,"569.0000"
"主仓库","EA",="8800253025186",="8800253025186","Mommycare 莲叶积雪草安瓶面膜 (7ea)","마미케어 연꽃잎 진정 마스크팩 (7ea)",,="7ea","美妆个护",="8800253025186","ea","无",="36/箱","无权限","0.2400","Mommycare",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-16-02","否","普通区",="2028-09-26 00:00:00","826","0",,"正品","63","63",="1箱27ea",="1箱27ea","Mommycare Lotus Flower Leaf Cica Ampoule Mask (7ea)",,"판매중","본품",,,,"523.0000"
"主仓库","EA",="8809854722807",="8809854722807","CUREKA 护肝片 (30ea)","큐레카 밀크씨슬 (30정)",,="30정","美妆个护",="8809854722807","ea","无",="100/箱","无权限","0.0520","CUREKA",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A01-04-03","否","普通区",="2027-11-03 00:00:00","498","0",,"正品","111","111",="1箱11ea",="1箱11ea","CUREKA Milk Thistle (30ea)",,"판매중","본품",,,,"281.0000"
"主仓库","EA",="8809508850740",="8809508850740","(赠品) Koelf 玫瑰花瓣丝缎足膜 (1ea)","(증정) 코엘프 로즈페탈 새틴 풋 마스크 (1ea)",,="1ea","美妆个护",="8809508850740","ea","无",="240/箱","无权限","0.0320","Koelf",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A02-13-02","否","普通区",="2028-11-11 00:00:00","872","0",,"正品","44","44",="44ea",="44ea","(Gift) Koelf Rose Petal Satin Foot Mask (1ea)",,"판매중","증정",,,,"24.0000"
"主仓库","EA",="8809508850733",="8809508850733","(赠品) Koelf 玫瑰花瓣丝缎手膜 (1ea)","(증정) 코엘프 로즈페탈 새틴 핸드 마스크 (1ea)",,="1ea","美妆个护",="8809508850733","ea","无",="320/箱","无权限","0.0300","Koelf",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A02-13-03","否","普通区",="2029-01-07 00:00:00","929","0",,"正品","47","47",="47ea",="47ea","(Gift) Koelf Rose Petal Satin Hand Mask (1ea)",,"판매중","증정",,,,"24.0000"
"主仓库","EA",="8809682355840",="8809682355840","MAROCELL 今日纤体(#西柚红茶味) (30ea)","마로셀 올데이 슬림컷(#자몽블랙티) (30ea)",,="30ea","食品",="8809682355840","ea","无",="36/箱","无权限","0.2100","MAROCELL",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-17-03","否","普通区",="2027-10-01 00:00:00","465","0",,"正品","51","51",="1箱15ea",="1箱15ea","MAROCELL All Day Slim Cut(#Grapefruit Black Tea) (30ea)",,"판매중","본품",,,,"960.0000"
"主仓库","EA",="8809524364894",="8809524364894","AIPPO 每日保湿爽肤水 (135ml)","아이뽀 데일리 부스팅 토너 바이 싹 (135ml)",,="135ml","美妆个护",="8809524364894","ea","无",="63/箱","无权限","0.2390","AIPPO",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A03-06-03","否","普通区",="2028-02-16 00:00:00","603","0",,"正品","80","80",="1箱17ea",="1箱17ea","AIPPO Daily Boosting Toner by SSAC (135ml)",,"판매중","본품",,,,"345.0000"
"主仓库","EA",="8800344070194",="8800344070194","Mommycare 苹果醋洗发水 (500ml)","마미케어 애사비 탈모 샴푸 (500ml)",,="500ml","美妆个护",="8800344070194","ea","无",="15/箱","无权限","0.6100","Mommycare",="0000-00-00 00:00:00","0","0","H","핫존H01-H12","拣货区","H-03-04","否","普通区",="2028-12-02 00:00:00","893","0",,"正品","66","66",="4箱6ea",="4箱6ea","Mommycare Apple Cider Vinegar Shanmpoo (500ml)",,"판매중","본품",,,,"1005.0000"
"主仓库","EA",="8809899270424",="8809899270424","arwe 柚子身体磨砂膏 (200g)","아르베 유자 글로우 바디 스크럽 (200g)",,="200g","美妆个护",="8809899270424","ea","无",="80/箱","无权限","0.2500","arwe",="0000-00-00 00:00:00","0","0","H","핫존H01-H12","拣货区","H-02-04","否","普通区",="2028-05-24 00:00:00","701","0",,"正品","103","103",="1箱23ea",="1箱23ea","arwe Yuja Glow Body Scrub (200g)",,"판매중","본품",,,,"681.0000"
"主仓库","EA",="8809642619937",="8809642619937","JULYME 修复香氛护发精油(#日落小苍兰) (30ml)","줄라이미 데미지 케어 퍼퓸 헤어 오일(#선셋프리지아) (30ml)",,="30ml","美妆个护",="8809642619937","ea","无",="20/箱","无权限","0.2010","JULYME",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A02-30-03","否","普通区",="2029-01-28 00:00:00","950","0",,"正品","32","32",="1箱12ea",="1箱12ea","JULYME Damage Care Perfume Hair Oil(#Sunset Freesia) (30ml)",,"판매중","본품",,,,"746.0000"
"主仓库","EA",="8809642619722",="8809642619722","JULYME 修复香氛洗发水(#繁花盛放) (500ml)","줄라이미 데미지 케어 퍼퓸 샴푸(#풀블룸) (500ml)",,="500ml","美妆个护",="8809642619722","ea","无",="20/箱","无权限","0.6210","JULYME",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A03-34-02","否","普通区",="2028-09-23 00:00:00","823","0",,"正品","7","7",="7ea",="7ea","JULYME Damage Care Perfume Shampoo(#Full Bloom) (500ml)",,"판매중","본품",,,,"960.0000"
"主仓库","EA",="8809642619173F",="8809642619173F","(赠品) JULYME 修复香氛洗发水(#日落小苍兰) (30ml)","(증정) 줄라이미 데미지 케어 퍼퓸 샴푸(#선셋프리지아) (30ml)",,="30ml","美妆个护",="8809642619173F","ea","无",="200/箱","无权限","0.0400","JULYME",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A01-34-02","否","普通区",="2028-12-18 00:00:00","909","0",,"正品","67","67",="67ea",="67ea","(Gift) JULYME Damage Care Perfume Shampoo(#Sunset Freesia) (30ml)",,"판매중","증정",,,,"48.0000"
"主仓库","EA",="8809575822688",="8809575822688","LU'PIUM 每日柔和私密洁护洗液 (280ml)","루피움 데일리 소프트 인티메이트 워시 (280ml)",,="280ml","美妆个护",="8809575822688","ea","无",="30/箱","无权限","0.3800","LU'PIUM",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-07-02","否","普通区",="2028-07-30 00:00:00","768","0",,"正品","27","27",="27ea",="27ea","LU'PIUM Daily Soft Intimate Wash (280ml)",,"판매중","본품",,,,"2233.0000"
"主仓库","EA",="8809672284037",="8809672284037","LEADERS 植萃紧致光彩面膜(#积雪草) (21ml*10ea)","리더스 네이처 이펙트 시카 마스크팩 (21ml*10ea)",,="10ea","美妆个护",="8809672284037","ea","无",="45/箱","无权限","0.3000","LEADERS",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-05-01","否","普通区",="2029-03-16 00:00:00","997","0",,"正品","33","33",="33ea",="33ea","LEADERS Nature Effect Cica Mask (21ml*10ea)",,,,,,,"577.0000"
"主仓库","EA",="8809672284075",="8809672284075","LEADERS 植萃紧致光彩面膜(#银耳) (21ml*10ea)","리더스 네이처 이펙트 은이버섯 마스크팩 (21ml*10ea)",,="10ea","美妆个护",="8809672284075","ea","无",="45/箱","无权限","0.3000","LEADERS",="0000-00-00 00:00:00","0","0","A0","피킹A01-A06","拣货区","A04-04-01","否","普通区",="2027-09-04 00:00:00","438","0",,"正品","32","32",="32ea",="32ea","LEADERS Nature Effect Tremella Mushroom Mask (21ml*10ea)",,,,,,,"577.0000"
