仓库,货主,商家编码,货品编号,货品名称,货品简称,规格码,规格名称,分类名称,条形码,基本单位,托规,箱规,价格,毛重（kg）,品牌,生产日期,临期天数,保质期,货区,货区名称,货区类型,货位,货位冻结,热卖货区,有效期,距离到期天数,距离临期天数,批次,是否正品,库存,可发库存,可发库存箱数,库存箱数,货品英文名称,自定义属性2,自定义属性3,自定义属性4,自定义属性5,自定义属性6,货位异常原因,体积（cm³）
主仓库,BOX,8809681247436,8809681247436,Pleuvoir 发香护发喷雾(#Rose Wood) (50ml),플르부아 헤어퍼퓸 미스트(#로즈우드) (50ml),,50ml,美妆个护,8809681247436,ea,无,20/箱,无权限,0.206,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-11-03,否,普通区,2027-12-16 00:00:00,532,0,,正品,20,20,1箱,1箱,Pleuvoir Hair Perfume Mist(#Rose Wood) (50ml),,판매중,본품,,,,261
主仓库,BOX,8809681247429,8809681247429,Pleuvoir 发香护发喷雾(#Floral Musk) (50ml),플르부아 헤어퍼퓸 미스트(#플로럴 머스크) (50ml),,50ml,美妆个护,8809681247429,ea,无,20/箱,无权限,0.206,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-11-03,否,普通区,2028-12-16 00:00:00,898,0,,正品,20,20,1箱,1箱,Pleuvoir Hair Perfume Mist(#Floral Musk) (50ml),,판매중,본품,,,,261
主仓库,BOX,8809681243667,8809681243667,Pleuvoir 护手霜(#Hinoki Leather) (30ml),플르부아 핸드크림(#히노키레더) (30ml),,30ml,美妆个护,8809681243667,ea,无,100/箱,无权限,0.05,Pleuvoir,2028-09-07 00:00:00,0,100,MK,备货区,备货区,B1-08-01,否,普通区,2028-12-16 00:00:00,898,0,,正品,300,300,3箱,3箱,Pleuvoir Hand Cream(#Hinoki Leather) (30ml),,,,,,,127
主仓库,EA,8809846780204,8809846780204,YOUSSOFUL 香水(#07 Saint Moritz) (15ml),유쏘풀 향수(#07 세인트 모리츠) (15ml),,15ml,美妆个护,8809846780204,ea,无,28/箱,无权限,0.076,YOUSSOFUL,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A05-29-01,否,普通区,2028-11-10 00:00:00,862,0,,正品,22,22,22ea,22ea,YOUSSOFUL Extrait de parfum(#07 Saint Moritz) (15ml),,판매중,본품,,,,80
主仓库,EA,8809846780174,8809846780174,YOUSSOFUL 香水(#06 Stare mesto) (15ml),유쏘풀 향수(#06 스타레 므네스토) (15ml),,15ml,美妆个护,8809846780174,ea,无,28/箱,无权限,0.076,YOUSSOFUL,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A05-33-01,否,普通区,2028-12-10 00:00:00,892,0,,正品,13,13,13ea,13ea,YOUSSOFUL Extrait de parfum(#06 Stare mesto) (15ml),,판매중,본품,,,,80
主仓库,EA,8809846780174,8809846780174,YOUSSOFUL 香水(#06 Stare mesto) (15ml),유쏘풀 향수(#06 스타레 므네스토) (15ml),,15ml,美妆个护,8809846780174,ea,无,28/箱,无权限,0.076,YOUSSOFUL,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A05-33-01,否,普通区,2029-01-10 00:00:00,923,0,,正品,28,28,1箱,1箱,YOUSSOFUL Extrait de parfum(#06 Stare mesto) (15ml),,판매중,본품,,,,80
主仓库,BOX,8809614954103,8809614954103,TARA 海藻精华海洋修复面膜 (5ea),타라 알개앰플 씨테라피 마스크 (5ea),,5ea,美妆个护,8809614954103,ea,无,40/箱,无权限,0.194,TARA,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B1-18-02,否,普通区,2029-04-17 00:00:00,1020,0,,正品,1440,1440,36箱,36箱,TARA Algae Ampoule Sea Therapy Mask (27g*5ea),,,,,,,563
主仓库,BOX,8809614954103,8809614954103,TARA 海藻精华海洋修复面膜 (5ea),타라 알개앰플 씨테라피 마스크 (5ea),,5ea,美妆个护,8809614954103,ea,无,40/箱,无权限,0.194,TARA,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-18-02,否,普通区,2029-04-17 00:00:00,1020,0,,正品,1440,1440,36箱,36箱,TARA Algae Ampoule Sea Therapy Mask (27g*5ea),,,,,,,563
主仓库,BOX,8809614954103,8809614954103,TARA 海藻精华海洋修复面膜 (5ea),타라 알개앰플 씨테라피 마스크 (5ea),,5ea,美妆个护,8809614954103,ea,无,40/箱,无权限,0.194,TARA,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-19-02,否,普通区,2029-04-17 00:00:00,1020,0,,正品,1120,1120,28箱,28箱,TARA Algae Ampoule Sea Therapy Mask (27g*5ea),,,,,,,563
主仓库,BOX,8800335541832,8800335541832,Pleuvoir 香水(#First Memory) (30ml),플르부아 오 드 퍼퓸(#퍼스트 메모리) (30ml),,30ml,美妆个护,8800335541832,ea,无,24/箱,无权限,0.168,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-09-02,否,普通区,2029-03-09 00:00:00,981,0,,正品,264,264,11箱,11箱,Pleuvoir Eau de Parfum(#First Memory) (30ml),,판매중,본품,,,,561
主仓库,BOX,8800335541849,8800335541849,Pleuvoir 香水(#Last Emotion) (30ml),플르부아 오 드 퍼퓸(#라스트 이모션) (30ml),,30ml,美妆个护,8800335541849,ea,无,24/箱,无权限,0.168,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-09-02,否,普通区,2029-03-09 00:00:00,981,0,,正品,264,264,11箱,11箱,Pleuvoir Eau de Parfum(#Last Emotion) (30ml),,판매중,본품,,,,561
主仓库,EA,8800335541832,8800335541832,Pleuvoir 香水(#First Memory) (30ml),플르부아 오 드 퍼퓸(#퍼스트 메모리) (30ml),,30ml,美妆个护,8800335541832,ea,无,24/箱,无权限,0.168,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A05-32-02,否,普通区,2029-03-09 00:00:00,981,0,,正品,57,57,2箱9ea,2箱9ea,Pleuvoir Eau de Parfum(#First Memory) (30ml),,판매중,본품,,,,561
主仓库,EA,8809399780102,8809399780102,Blanc Nature  高速祛痘舒缓茶树精华 (20ml),블랑네이처 매직 티트리 오일 (20ml),,20ml,美妆个护,8809399780102,ea,无,216/箱,无权限,0.062,Blanc Nature,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A01-24-02,否,普通区,2028-05-24 00:00:00,692,0,,正品,361,361,1箱145ea,1箱145ea,Blanc Nature Magic Tea Tree Oil (20ml),,판매중,본품,,,,552
主仓库,EA,8809454982274,8809454982274,THANK YOU FARMER 轻盈防晒精华 (120ml),땡큐파머 선 프로젝트 라이트 선 에센스 (120ml),,120ml,美妆个护,8809454982274,ea,无,60/箱,无权限,0.142,THANK YOU FARMER,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-22-01,否,普通区,2028-09-22 00:00:00,813,0,,正品,87,87,1箱27ea,1箱27ea,THANK YOU FARMER Sun Project Light Sun Essence (120ml),,판매중,본품,,,,358
主仓库,EA,8809524364900,8809524364900,AIPPO 每日肌肤保湿乳液 (135ml),아이뽀 데일리 스킨딥 에멀전 바이 싹 (135ml),,135ml,美妆个护,8809524364900,ea,无,63/箱,无权限,0.239,AIPPO,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-24-01,否,普通区,2028-02-16 00:00:00,594,0,,正品,47,47,47ea,47ea,AIPPO Daily Skindeep Emulsion by SSAC (135ml),,판매중,본품,,,,345
主仓库,EA,8809524364917,8809524364917,AIPPO 每日肌肤保湿精华液 (35ml),아이뽀 데일리 스킨딥 인텐시브 세럼 바이 싹 (35ml),,35ml,美妆个护,8809524364917,ea,无,160/箱,无权限,0.108,AIPPO,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-24-02,否,普通区,2028-02-16 00:00:00,594,0,,正品,47,47,47ea,47ea,AIPPO Daily Skindeep Intensive Serum by SSAC (35ml),,판매중,본품,,,,178
主仓库,EA,8809136714285,8809136714285,SALSARANG 米平衡洁面乳(#Oy) (120ml),살사랑 라이스 밸런스 클렌저(#Oy) (120ml),,120ml,美妆个护,8809136714285,ea,无,60/箱,无权限,0.153,SALSARANG,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-22-02,否,普通区,2028-10-27 00:00:00,848,0,,正品,98,98,1箱38ea,1箱38ea,SALSARANG Rice Balance Cleanser(#Oy) (120ml),,판매중,본품,,,,382
主仓库,EA,8809899270431,8809899270431,arwe 柚子身体乳 (250ml),아르베 유자 글로우 바디 에멀전 (250ml),,250ml,美妆个护,8809899270431,ea,无,32/箱,无权限,0.35,arwe,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-20-02,否,普通区,2028-11-23 00:00:00,875,0,,正品,142,142,4箱14ea,4箱14ea,arwe Yuja Glow Body Emulsion (250ml),,판매중,본품,,,,529
主仓库,EA,8809975192329,8809975192329,THEPURELOTUS 济州植物每日提亮防晒霜 (50ml),더퓨어로터스 제주보태니컬 데일리톤업 선스크린 (50ml),,50ml,美妆个护,8809975192329,ea,无,70/箱,无权限,0.07,THEPURELOTUS,0000-00-00 00:00:00,0,0,H,핫존H01-H12,拣货区,H-04-01,否,普通区,2029-03-20 00:00:00,992,0,,正品,56,56,56ea,56ea,THEPURELOTUS Jeju Botanical Daily Toneup Sunscreen (50ml),,판매중,본품,,,,294
主仓库,EA,8809454981413,8809454981413,(赠品) THANK YOU FARMER 轻盈防晒精华 (1ml),(증정) 땡큐파머 선 프로젝트 라이트 선 에센스 (1ml),,1ml,美妆个护,8809454981413,ea,无,3000/箱,无权限,0.002,THANK YOU FARMER,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A02-23-01,否,普通区,2028-09-22 00:00:00,813,0,,正品,26,26,26ea,26ea,(Gift) THANK YOU FARMER Sun Project Light Sun Essence (1ml),,판매중,증정,,,,5
主仓库,EA,8809454981772,8809454981772,(赠品) 江华校洞大米清透泡沫洁面 (3.5ml),(증정) 땡큐파머 강화 교동쌀 맑음 팩 폼 클렌저 (3.5ml),,3.5ml,美妆个护,8809454981772,ea,无,1800/箱,无权限,0.006,THANK YOU FARMER,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A02-22-03,否,普通区,2026-10-16 00:00:00,106,0,,正品,36,36,36ea,36ea,(Gift )THANK YOU FARMER Ganghwa Gyodong Rice Clear Pack Foam Cleanser (3.5ml),,판매중,증정,,,,6
主仓库,EA,8809794920233,8809794920233,Suelo Reju 舒缓 PDRN 裸妆感皮肤科无粉底面霜 (30ml),슈엘로 리쥬 카밍 PDRN 크림 (30ml),,30ml,美妆个护,8809794920233,ea,无,80/箱,无权限,0.045,Suelo,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A01-27-02,否,普通区,2029-03-11 00:00:00,983,0,,正品,63,63,63ea,63ea,Suelo Reju Calming PDRN Cream (30ml),,판매중,본품,,,,126
主仓库,BOX,8800242200013,8800242200013,NUME 超自然轻盈有色防晒 (50ml),누메 슈퍼 내추럴 슬립 선크림 (50ml),,50ml,美妆个护,8800242200013,ea,无,117/箱,无权限,0.08,NUME,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-25-01,否,普通区,2028-10-13 00:00:00,834,0,,正品,234,234,2箱,2箱,NUME Super Natural Slip Sun Cream (50ml),,판매중,본품,,,,165
主仓库,BOX,8800242200020,8800242200020,NUME 深层毛孔紧致精华 (50ml),누메 딥 포어 퍼밍 세럼 (50ml),,50ml,美妆个护,8800242200020,ea,无,192/箱,无权限,0.118,NUME,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-25-01,否,普通区,2028-04-10 00:00:00,648,0,,正品,192,192,1箱,1箱,NUME Deep Pore Firming Serum (50ml),,판매중,본품,,,,179
主仓库,BOX,8800242200136,8800242200136,NUME 肌融唇颊膏(#Coco Beige) (8g),누메 스킨 멜트 립앤치크 밤(#코코베이지) (8g),,8g,美妆个护,8800242200136,ea,无,150/箱,无权限,0.02,NUME,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-25-01,否,普通区,2028-03-10 00:00:00,617,0,,正品,300,300,2箱,2箱,NUME Skin Melt Lip & Cheek Balm(#Coco Beige) (8g),,판매중,본품,,,,63
主仓库,EA,8809846780310,8809846780310,YOUSSOFUL 香水(#04 Je t'aime) (15ml),유쏘풀 향수(#04 쥬뗌므) (15ml),,15ml,美妆个护,8809846780310,ea,无,28/箱,无权限,0.076,YOUSSOFUL,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A05-08-02,否,普通区,2028-12-10 00:00:00,892,0,,正品,43,43,1箱15ea,1箱15ea,YOUSSOFUL Extrait de parfum(#04 Je t'aime) (15ml),,판매중,본품,,,,80
主仓库,EA,8809846780136,8809846780136,YOUSSOFUL 香水(#03 Berry sexy) (15ml),유쏘풀 향수(#03 베리섹시) (15ml),,15ml,美妆个护,8809846780136,ea,无,28/箱,无权限,0.076,YOUSSOFUL,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A05-23-02,否,普通区,2029-01-10 00:00:00,923,0,,正品,3,3,3ea,3ea,YOUSSOFUL Extrait de parfum(#03 Berry sexy) (15ml),,판매중,본품,,,,80
主仓库,EA,8809073737569,8809073737569,Meal It 蛋白质奶昔口袋装(#哈密瓜味) (40g),밀잇 단백질 쉐이크 포켓형(#멜론맛) (40g),,40g,食品,8809073737569,ea,无,40/箱,无权限,0.055,Meal It,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A01-10-01,否,普通区,2027-10-07 00:00:00,462,0,,正品,57,57,1箱17ea,1箱17ea,Meal It Diet Protein Shake(#Melon Flavor) (40g),,판매중,본품,,,,798
主仓库,BOX,BX01SM_DA_Ver2,BX01SM_DA_Ver2,Sunmooh 1号箱(240x200x110) (#Ver.2),선무박스 1호 (240x200x110)다원패키지(#Ver.2),,240x200x110,无,BX01SM_DA_Ver2,ea,无,5000/箱,无权限,0,MC Package,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-21-03,否,普通区,2099-12-31 00:00:00,26845,0,,正品,1,1,1ea,1ea,-,,판매중,본품,,,,0
主仓库,BOX,8809681247474,8809681247474,Pleuvoir 发香喷雾套装(#Tokyo Cloud) (50ml+8g),플르부아 헤어퍼퓸 미스트 기획세트(#도쿄 클라우드) (50ml+8g),,50ml+8g,美妆个护,8809681247474,ea,无,20/箱,无权限,0.261,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-16-03,否,普通区,2028-10-21 00:00:00,842,0,,正品,678,678,33箱18ea,33箱18ea,Pleuvoir Hair Perfume Mist(#Tokyo Cloud) (50ml+8g),,판매중,본품,,,,924
主仓库,BOX,BX02SM_DA_Ver2,BX02SM_DA_Ver2,Sunmooh 2号箱(290x250x150) (#Ver.2),선무박스 2호 (290x250x150)다원패키지(#Ver.2),,290x250x150,无,BX02SM_DA_Ver2,ea,无,5000/箱,无权限,0,MC Package,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-20-02,否,普通区,2099-12-31 00:00:00,26845,0,,正品,1,1,1ea,1ea,-,,판매중,본품,,,,0
主仓库,BOX,8809681247467,8809681247467,Pleuvoir 发香喷雾套装(#Rose Wood) (50ml+8g),플르부아 헤어퍼퓸 미스트 기획세트(#로즈우드) (50ml+8g),,50ml+8g,美妆个护,8809681247467,ea,无,20/箱,无权限,0.261,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-21-02,否,普通区,2028-10-21 00:00:00,842,0,,正品,915,915,45箱15ea,45箱15ea,Pleuvoir Hair Perfume Mist(#Rose Wood) (50ml+8g),,판매중,본품,,,,924
主仓库,BOX,BX02ST,BX02ST,保管用箱子 大号,보관박스 대형,,(286x590x360x(200),无,BX02ST,ea,无,1000/箱,无权限,0,MC Package,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-25-02,否,普通区,2099-12-31 00:00:00,26845,0,,正品,1,1,1ea,1ea,-,,,,,,,0
主仓库,BOX,PBAL31X42WH,PBAL31X42WH,白色泡泡袋3号(淘分销共用),공용 안전봉투 화이트,31*42,31*42,无,PBAL31X42WH,ea,无,18000/箱,无权限,0,MC Package,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B1-22-02,否,普通区,2099-12-31 00:00:00,26845,0,,正品,1,1,1ea,1ea,-,,,,,,,0
主仓库,EA,8802025071101,8802025071101,(赠品) YOUSSOFUL 沐浴球 (1ea),(증정) 유쏘풀 샤워볼 (1ea),,1ea,无,8802025071101,ea,无,1/箱,无权限,0,YOUSSOFUL,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B1-25-01,否,普通区,2099-12-31 00:00:00,26845,0,,正品,166,166,166箱,166箱,(Gift) YOUSSOFUL Shower Ball (1ea),,판매중,증정,,,,0
主仓库,EA,8809502183950,8809502183950,WellDerma 蓝宝石胶原紧致面膜(#白色) (25g*4ea),웰더마 프리미엄 사파이어 콜라겐 임팩트 피팅 마스크(#흰색) (25g*4ea),,4ea,美妆个护,8809502183950,ea,无,40/箱,无权限,0.224,WellDerma,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A02-06-01,否,普通区,2029-03-29 00:00:00,1001,0,,正品,27,27,27ea,27ea,WellDerma Premium Sapphire Collagen Impact Fitting Mask (25g*4ea),,판매중,본품,,,,678
主仓库,EA,8809494587040,8809494587040,MOEV Annurcatin™ 洗发水 (300ml) (#Ver.2),모에브 아누카틴 샴푸 (300ml) (#Ver.2),,300ml,美妆个护,8809494587040,ea,无,35/箱,无权限,0.38,MOEV,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-11-02,否,普通区,2029-03-23 00:00:00,995,0,,正品,37,37,1箱2ea,1箱2ea,MOEV Annurcatin™ Shampoo (300ml) (#Ver.2),,판매중,본품,,,,649
主仓库,EA,8809494587064,8809494587064,MOEV Annurcatin™ 护发素 (200ml) (#Ver.2),모에브 아누카틴 트리트먼트 (200ml) (#Ver.2),,200ml,美妆个护,8809494587064,ea,无,48/箱,无权限,0.25,MOEV,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-11-01,否,普通区,2029-03-22 00:00:00,994,0,,正品,31,31,31ea,31ea,MOEV Annurcatin™ Treatment (200ml) (#Ver.2),,판매중,본품,,,,611
主仓库,EA,8809918991347,8809918991347,MOEV Annurcatin™ 护发精油 (80ml) (#Ver.2),모에브 아누카틴 헤어 오일 에센스 (80ml) (#Ver.2),,80ml,美妆个护,8809918991347,ea,无,40/箱,无权限,0.155,MOEV,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A01-18-01,否,普通区,2029-04-14 00:00:00,1017,0,,正品,29,29,29ea,29ea,MOEV Annurcatin™ Hair Oil Essence (80ml) (#Ver.2),,판매중,본품,,,,302
主仓库,EA,8809648760657,8809648760657,Celltiara 护发精油(#1984 Scarlett) (100ml),셀티아라 아르간 오일 헤어 퍼퓸 에센스(#1984 스칼렛) (100ml),,100ml,美妆个护,8809648760657,ea,无,45/箱,无权限,0.29,Celltiara,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-24-03,否,普通区,2029-03-30 00:00:00,1002,0,,正品,21,21,21ea,21ea,Celltiara 护发精油(#1984 Scarlett) (100ml),,판매중,본품,,,,326
主仓库,EA,8809648761241,8809648761241,Celluver 护发精油(#1959 Aurora) (100ml),셀러버 아르간 오일 헤어 퍼퓸 에센스(#1959 오로라) (100ml),,100ml,美妆个护,8809648761241,ea,无,45/箱,无权限,0.29,Celluver,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-23-03,否,普通区,2029-03-30 00:00:00,1002,0,,正品,43,43,43ea,43ea,Celluver Argan Hair Perfume Essence Oil(#1959 Aurora) (100ml),,판매중,본품,,,,326
主仓库,EA,8809399780393,8809399780393,Blanc Nature 皮脂零感气垫粉底(#19N Vanilla) (30g),블랑네이처 피지 제로 에어핏 쿠션 기획(#19N 바닐라) (30g),,30g,美妆个护,8809399780393,ea,无,40/箱,无权限,0.135,Blanc Nature,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A02-26-01,否,普通区,2028-07-23 00:00:00,752,0,,正品,25,25,25ea,25ea,Blanc Nature Sebum-Zero Airfit Cushion with Refill(#19N Vanilla) (30g),,판매중,본품,,,,468
主仓库,EA,8809073737699,8809073737699,Meal It 蛋白质奶昔口袋装(#抹茶巧克力饼干味) (40g),밀잇 단백질 쉐이크 포켓형(#말차초코쿠키맛) (40g),,40g,食品,8809073737699,ea,无,40/箱,无权限,0.055,Meal It,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A01-03-02,否,普通区,2027-10-14 00:00:00,469,0,,正品,272,272,6箱32ea,6箱32ea,Meal It Diet Protein Shake Matcha Choco Cookie Flavor (40g),,판매중,본품,,,,741
主仓库,BOX,8809681242301,8809681242301,Pleuvoir 沐浴露(#Morning Soil) (250ml),플르부아 바디클렌저(#모닝소일) (250ml),,250ml,美妆个护,8809681242301,ea,无,20/箱,无权限,0.325,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-04-01,否,普通区,2028-12-14 00:00:00,896,0,,正品,360,360,18箱,18箱,Pleuvoir Body Cleanser(#Morning Soil) (250ml),,,,,,,585
主仓库,BOX,8809681245920,8809681245920,Pleuvoir 洗护旅行装(#Floral Musk & Rose Wood) (40ml*4ea),플르부아 트래블버디 플로럴 머스크 & 로즈 우드 (40ml*4ea),,40ml*4ea,美妆个护,8809681245920,ea,无,30/箱,无权限,0.311,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-14-02,否,普通区,2028-10-23 00:00:00,844,0,,正品,90,90,3箱,3箱,Pleuvoir Travel Buddies(#Floral Musk & Rose Wood) (40ml*4ea),,판매중,본품,,,,1057
主仓库,BOX,8809681245944,8809681245944,Pleuvoir 洗护旅行装(#Floral Musk & Morning Soil) (40ml*4ea),플르부아 트래블버디 플로럴 머스크 & 모닝 소일 (40ml*4ea),,40ml*4ea,美妆个护,8809681245944,ea,无,30/箱,无权限,0.311,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B1-13-02,否,普通区,2028-04-24 00:00:00,662,0,,正品,150,150,5箱,5箱,Pleuvoir Travel Buddies(#Floral Musk & Morning Soil) (40ml*4ea),,판매중,본품,,,,1057
主仓库,BOX,8800335541542,8800335541542,Pleuvoir 织物喷雾(#Cotton Soap) (170ml),플르부아 린넨스프레이(#코튼솝) (170ml),,170ml,美妆个护,8800335541542,ea,无,30/箱,无权限,0.236,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-16-02,否,普通区,2029-03-01 00:00:00,973,0,,正品,180,180,6箱,6箱,Pleuvoir Linen Refresher(#Cotton Soap) (170ml),,판매중,본품,,,,598
主仓库,BOX,8809681245975,8809681245975,(赠品) Pleuvoir 沐浴露(#Morning Soil) (40ml),(증정) 플르부아 바디클렌저(#모닝소일) (40ml),,40ml,无,8809681245975,ea,无,120/箱,无权限,0.06,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-05-03,否,普通区,2028-12-14 00:00:00,896,0,,正品,840,840,7箱,7箱,(Gift) Pleuvoir Body Cleanser(#Morning Soil) (40ml),,판매중,증정,,,,97
主仓库,EA,8800335542068,8800335542068,(赠品) Pleuvoir 香水(#First Memory) (2ml),(증정) 플르부아 향수(#퍼스트 메모리) (2ml),,2ml,美妆个护,8800335542068,ea,无,132/箱,无权限,0.008,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A05-13-03,否,普通区,2029-03-04 00:00:00,976,0,,正品,120,120,120ea,120ea,(Gift) Pleuvoir Eau de Parfum(#First Memory) (2ml),,판매중,증정,,,,26
主仓库,EA,8800335542075,8800335542075,(赠品) Pleuvoir 香水(#Last Emotion) (2ml),(증정) 플르부아 향수(#라스트 이모션) (2ml),,2ml,美妆个护,8800335542075,ea,无,132/箱,无权限,0.008,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A05-13-01,否,普通区,2029-03-04 00:00:00,976,0,,正品,120,120,120ea,120ea,(Gift) Pleuvoir Eau de Parfum(#Last Emotion) (2ml),,판매중,증정,,,,26
主仓库,EA,8809681245968,8809681245968,(赠品) Pleuvoir 沐浴露(#Floral Musk) (40ml),(증정) 플르부아 바디클렌저(#플로럴머스크) (40ml),,40ml,无,8809681245968,ea,无,120/箱,无权限,0.06,Pleuvoir,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A04-35-03,否,普通区,2029-04-16 00:00:00,1019,0,,正品,60,60,60ea,60ea,(Gift) Pleuvoir Body Cleanser(#Floral Musk) (40ml),,판매중,증정,,,,97
主仓库,BOX,8809681245968,8809681245968,(赠品) Pleuvoir 沐浴露(#Floral Musk) (40ml),(증정) 플르부아 바디클렌저(#플로럴머스크) (40ml),,40ml,无,8809681245968,ea,无,120/箱,无权限,0.06,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-15-02,否,普通区,2029-04-16 00:00:00,1019,0,,正品,5520,5520,46箱,46箱,(Gift) Pleuvoir Body Cleanser(#Floral Musk) (40ml),,판매중,증정,,,,97
主仓库,BOX,8809681245968,8809681245968,(赠品) Pleuvoir 沐浴露(#Floral Musk) (40ml),(증정) 플르부아 바디클렌저(#플로럴머스크) (40ml),,40ml,无,8809681245968,ea,无,120/箱,无权限,0.06,Pleuvoir,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-15-01,否,普通区,2029-04-16 00:00:00,1019,0,,正品,6720,6720,56箱,56箱,(Gift) Pleuvoir Body Cleanser(#Floral Musk) (40ml),,판매중,증정,,,,97
主仓库,BOX,8809508851327,8809508851327,Neoslab 角鲨烷乳霜洁面乳 (160ml),네오스랩 플루이드 크림 클렌저 스쿠알란 (160ml),,160ml,美妆个护,8809508851327,ea,无,70/箱,无权限,0.16,Neoslab,0000-00-00 00:00:00,0,0,MK,备货区,备货区,B2-25-01,否,普通区,2027-12-08 00:00:00,524,0,,正品,70,70,1箱,1箱,Neoslab Squalane Fluid Cream Cleanser (160ml),,판매중,본품,,,,387
主仓库,EA,8809502183981,8809502183981,WellDerma 积雪草修复贴合面膜(#绿色) (25g*4ea),웰더마 프리미엄 시카 트리트먼트 리페어 피팅 마스크(#초록색) (25g*4ea),,4ea,美妆个护,8809502183981,ea,无,40/箱,无权限,0.18,WellDerma,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A02-11-02,否,普通区,2029-05-08 00:00:00,1041,0,,正品,40,40,1箱,1箱,WellDerma Premium Cica Treatment Repair Fitting Mask (25g*4ea),,판매중,본품,,,,678
主仓库,EA,8809990335619,8809990335619,Refilled 细胞因子赋活滚珠精粹 (15ml),리필드 헤어 리커버리 사이토카인 이펙터 (15ml),,15ml,美妆个护,8809990335619,ea,无,200/箱,无权限,0.044,Refilled,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A03-08-01,否,普通区,2029-03-18 00:00:00,990,0,,正品,2,2,2ea,2ea,Refilled Hair Recovery Cytokain Effector (15ml),,판매중,본품,,,,156
主仓库,EA,8809846780532,8809846780532,YOUSSOFUL 香水(#21 Hyperion) (15ml),유쏘풀 향수(#21 히페리온) (15ml),,15ml,美妆个护,8809846780532,ea,无,28/箱,无权限,0.076,YOUSSOFUL,0000-00-00 00:00:00,0,0,A0,피킹A01-A06,拣货区,A05-24-03,否,普通区,2029-01-10 00:00:00,923,0,,正品,27,27,27ea,27ea,YOUSSOFUL Extrait de parfum(#21 Hyperion) (15ml),,판매중,본품,,,,80
